Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
3457	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Ayez confiance!	1	Opp#1 ANSWER	2006-04-12 00:53:21	2006-04-12 00:53:47		2006-04-12 00:53:47	26	.	26	incorrect	1	0	0	.	Single-KC	76	0.8686	KC441	1	
3458	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	un metteur en scène	1	Opp#1 ANSWER	2006-04-12 00:53:47	2006-04-12 00:53:58		2006-04-12 00:53:58	11	.	11	incorrect	1	0	0	.	Single-KC	77	0.8685	KC177	1	
3459	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	les syndicats	1	Opp#1 ANSWER	2006-04-12 00:53:58	2006-04-12 00:54:14		2006-04-12 00:54:14	16	.	16	incorrect	1	0	0	.	Single-KC	78	0.8684	KC379	1	
3460	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	homme d'affaires	1	Opp#1 ANSWER	2006-04-12 00:54:14	2006-04-12 00:55:09		2006-04-12 00:55:09	55	.	55	incorrect	1	0	0	.	Single-KC	79	0.8683	KC113	1	
3461	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	un chirurgien	1	Opp#1 ANSWER	2006-04-12 00:55:09	2006-04-12 00:55:23		2006-04-12 00:55:23	14	.	14	incorrect	1	0	0	.	Single-KC	80	0.8682	KC81	1	
3462	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	un juge	1	Opp#1 ANSWER	2006-04-12 00:55:23	2006-04-12 00:55:35		2006-04-12 00:55:35	12	.	12	incorrect	1	0	0	.	Single-KC	81	0.8681	KC88	1	
3463	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	un travail qui m'intéresse	1	Opp#1 ANSWER	2006-04-12 00:55:35	2006-04-12 00:55:49		2006-04-12 00:55:49	14	.	14	incorrect	1	0	0	.	Single-KC	82	0.8680	KC97	1	
3464	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Je propose un toast.	1	Opp#1 ANSWER	2006-04-12 00:55:49	2006-04-12 00:56:02		2006-04-12 00:56:02	13	.	13	incorrect	1	0	0	.	Single-KC	83	0.8679	KC5	1	
3465	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Parle plus fort.	1	Opp#1 ANSWER	2006-04-12 00:56:02	2006-04-12 00:56:16		2006-04-12 00:56:16	14	.	14	incorrect	1	0	0	.	Single-KC	84	0.8678	KC353	1	
3466	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Jouez avec votre cousin.	1	Opp#1 ANSWER	2006-04-12 00:56:16	2006-04-12 00:56:32		2006-04-12 00:56:32	16	.	16	incorrect	1	0	0	.	Single-KC	85	0.8678	KC218	1	
3467	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Chante pour nous.	1	Opp#1 ANSWER	2006-04-12 00:56:32	2006-04-12 00:56:42		2006-04-12 00:56:42	10	.	10	incorrect	1	0	0	.	Single-KC	86	0.8677	KC279	1	
3468	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Il y a quelqu'un à la porte.	1	Opp#1 ANSWER	2006-04-12 00:56:42	2006-04-12 00:56:59		2006-04-12 00:56:59	17	.	17	incorrect	1	0	0	.	Single-KC	87	0.8676	KC258	1	
3469	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Sois gentil!	1	Opp#1 ANSWER	2006-04-12 00:56:59	2006-04-12 00:57:08		2006-04-12 00:57:11	12	.	12	incorrect	2	0	0	.	Single-KC	88	0.8675	KC284	1	
3470	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	En général, je mange trois repas par jour.	1	Opp#1 ANSWER	2006-04-12 15:55:41	2006-04-12 15:55:41		2006-04-12 15:55:42	1	.	1	incorrect	3	0	0	.	Single-KC	89	0.8674	KC240	1	
3471	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Le matin, je n'ai pas faim.	1	Opp#1 ANSWER	2006-04-12 15:55:42	2006-04-12 15:55:49		2006-04-12 15:55:50	8	.	8	incorrect	3	0	0	.	Single-KC	90	0.8673	KC89	1	
3472	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Je n'ai pas envie de manger.	1	Opp#1 ANSWER	2006-04-12 15:55:50	2006-04-12 15:55:56		2006-04-12 15:55:57	7	.	7	incorrect	3	0	0	.	Single-KC	91	0.8672	KC13	1	
3473	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Mais j'ai besoin de manger.	1	Opp#1 ANSWER	2006-04-12 15:55:57	2006-04-12 15:56:01		2006-04-12 15:56:02	5	.	5	incorrect	3	0	0	.	Single-KC	92	0.8671	KC370	1	
3474	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Alors je mange un peu.	1	Opp#1 ANSWER	2006-04-12 15:56:02	2006-04-12 15:56:06		2006-04-12 15:56:07	5	.	5	incorrect	3	0	0	.	Single-KC	93	0.8670	KC221	1	
3475	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Je prends du pain avec du beurre et de la confiture.	1	Opp#1 ANSWER	2006-04-12 15:56:07	2006-04-12 15:56:13		2006-04-12 15:56:14	7	.	7	incorrect	3	0	0	.	Single-KC	94	0.8669	KC125	1	
3476	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Je bois du café.	1	Opp#1 ANSWER	2006-04-12 15:56:14	2006-04-12 15:56:20		2006-04-12 15:56:21	7	.	7	incorrect	3	0	0	.	Single-KC	95	0.8668	KC295	1	
3477	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Je ne prends pas de lait dans mon café.	1	Opp#1 ANSWER	2006-04-12 15:56:21	2006-04-12 15:56:25		2006-04-12 15:56:26	5	.	5	incorrect	3	0	0	.	Single-KC	96	0.8667	KC333	1	
3478	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Parce que j'ai horreur du lait.	1	Opp#1 ANSWER	2006-04-12 15:56:26	2006-04-12 15:56:32		2006-04-12 15:56:33	7	.	7	incorrect	3	0	0	.	Single-KC	97	0.8666	KC136	1	
3479	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	J'adore le café.	1	Opp#1 ANSWER	2006-04-12 15:56:33	2006-04-12 15:56:35		2006-04-12 15:56:36	3	.	3	incorrect	3	0	0	.	Single-KC	98	0.8666	KC7	1	
3480	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	A midi, je mange au restau-u avec mes amis.	1	Opp#1 ANSWER	2006-04-12 15:56:36	2006-04-12 15:56:41		2006-04-12 15:56:42	6	.	6	incorrect	3	0	0	.	Single-KC	99	0.8665	KC101	1	
3481	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Je prends souvent un sandwich ou une pizza.	1	Opp#1 ANSWER	2006-04-12 15:56:42	2006-04-12 15:56:48		2006-04-12 15:56:49	7	.	7	incorrect	3	0	0	.	Single-KC	100	0.8664	KC247	1	
3482	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Le soir je mange chez moi avec mes parents.	1	Opp#1 ANSWER	2006-04-12 15:56:49	2006-04-12 15:56:54		2006-04-12 15:56:55	6	.	6	incorrect	3	0	0	.	Single-KC	101	0.8663	KC315	1	
3483	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Nous mangeons un repas complet.	1	Opp#1 ANSWER	2006-04-12 15:56:55	2006-04-12 15:57:00		2006-04-12 15:57:01	6	.	6	incorrect	3	0	0	.	Single-KC	102	0.8662	KC156	1	
3484	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Avec une_entrée, un plat principal, du fromage et un dessert.	1	Opp#1 ANSWER	2006-04-12 15:57:01	2006-04-12 15:57:05		2006-04-12 15:57:06	5	.	5	incorrect	3	0	0	.	Single-KC	103	0.8661	KC276	1	
3485	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Mes parents boivent du vin.	1	Opp#1 ANSWER	2006-04-12 15:57:06	2006-04-12 15:57:11		2006-04-12 15:57:12	6	.	6	incorrect	3	0	0	.	Single-KC	104	0.8660	KC68	1	
3486	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Moi, je n'aime pas le vin.	1	Opp#1 ANSWER	2006-04-12 15:57:12	2006-04-12 15:57:13		2006-04-12 15:57:16	4	.	4	incorrect	3	0	0	.	Single-KC	105	0.8659	KC57	1	
3487	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Mais j'ai souvent très soif.	1	Opp#1 ANSWER	2006-04-12 15:57:16	2006-04-12 15:57:19		2006-04-12 15:57:20	4	.	4	incorrect	3	0	0	.	Single-KC	106	0.8658	KC331	1	
3488	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L5a	Je bois donc de l'eau.	1	Opp#1 ANSWER	2006-04-12 15:57:20	2006-04-12 15:57:23		2006-04-12 15:57:24	4	.	4	incorrect	3	0	0	.	Single-KC	107	0.8657	KC203	1	
3489	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Le film commence à dix-huit heures trente.	1	Opp#1 ANSWER	2006-06-11 00:33:12	2006-06-11 00:33:12		2006-06-11 00:33:32	20	.	20	incorrect	3	0	0	.	Single-KC	108	0.8656	KC164	1	
3490	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	C'est mal.	1	Opp#1 ANSWER	2006-06-11 00:33:32	2006-06-11 00:33:43		2006-06-11 00:34:03	31	.	31	incorrect	3	0	0	.	Single-KC	109	0.8655	KC87	1	
3491	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	C'est vrai que tu es plus intelligent que moi.	1	Opp#1 ANSWER	2006-06-11 00:34:03	2006-06-11 00:34:23		2006-06-11 00:34:32	29	.	29	incorrect	3	0	0	.	Single-KC	110	0.8654	KC141	1	
3492	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	D'habitude, Sophie est très ponctuelle.	1	Opp#1 ANSWER	2006-06-11 00:34:32	2006-06-11 00:34:48		2006-06-11 00:34:56	24	.	24	incorrect	3	0	0	.	Single-KC	111	0.8653	KC131	1	
3493	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Elle fait du surf.	1	Opp#1 ANSWER	2006-06-11 00:34:56	2006-06-11 00:35:06		2006-06-11 00:35:17	21	.	21	incorrect	3	0	0	.	Single-KC	112	0.8653	KC123	1	
3494	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Elles préfèrent danser.	1	Opp#1 ANSWER	2006-06-11 00:35:17	2006-06-11 00:35:29		2006-06-11 00:36:03	46	.	46	incorrect	3	0	0	.	Single-KC	113	0.8652	KC277	1	
3495	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Et je fais mes devoirs, moi.	1	Opp#1 ANSWER	2006-06-11 00:36:03	2006-06-11 00:36:20		2006-06-11 00:36:22	19	.	19	incorrect	3	0	0	.	Single-KC	114	0.8651	KC316	1	
3496	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Il est dix heures et quart.	1	Opp#1 ANSWER	2006-06-11 00:36:22	2006-06-11 00:36:32		2006-06-11 00:36:52	30	.	30	incorrect	3	0	0	.	Single-KC	115	0.8650	KC67	1	
3497	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Il est dix heures quinze.	1	Opp#1 ANSWER	2006-06-11 00:36:52	2006-06-11 00:37:00		2006-06-11 00:37:06	14	.	14	incorrect	3	0	0	.	Single-KC	116	0.8649	KC256	1	
3498	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Il est dix heures.	1	Opp#1 ANSWER	2006-06-11 00:37:06	2006-06-11 00:37:19		2006-06-11 00:37:29	23	.	23	incorrect	3	0	0	.	Single-KC	117	0.8648	KC387	1	
3499	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Il faut être à l'heure.	1	Opp#1 ANSWER	2006-06-11 00:37:29	2006-06-11 00:37:38		2006-06-11 00:37:39	10	.	10	incorrect	3	0	0	.	Single-KC	118	0.8647	KC448	1	
3500	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Il faut faire tes devoirs.	1	Opp#1 ANSWER	2006-06-11 00:37:39	2006-06-11 00:37:49		2006-06-11 00:37:51	12	.	12	incorrect	3	0	0	.	Single-KC	119	0.8646	KC140	1	
3501	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Il va être artiste.	1	Opp#1 ANSWER	2006-06-11 00:37:51	2006-06-11 00:38:04		2006-06-11 00:38:05	14	.	14	incorrect	3	0	0	.	Single-KC	120	0.8645	KC21	1	
3502	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Je fais beaucoup de sport.	1	Opp#1 ANSWER	2006-06-11 00:38:05	2006-06-11 00:38:11		2006-06-11 00:38:12	7	.	7	incorrect	3	0	0	.	Single-KC	121	0.8644	KC239	1	
3503	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Je fais ça très bien.	1	Opp#1 ANSWER	2006-06-11 00:38:12	2006-06-11 00:38:21		2006-06-11 00:38:22	10	.	10	incorrect	3	0	0	.	Single-KC	122	0.8643	KC176	1	
3504	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Tu n'as pas d'argent.	1	Opp#1 ANSWER	2006-06-11 00:38:22	2006-06-11 00:38:32		2006-06-11 00:38:33	11	.	11	incorrect	3	0	0	.	Single-KC	123	0.8642	KC39	1	
3505	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Je ne nage pas, moi.	1	Opp#1 ANSWER	2006-06-11 00:38:33	2006-06-11 00:38:40		2006-06-11 00:38:42	9	.	9	incorrect	3	0	0	.	Single-KC	124	0.8641	KC374	1	
3506	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Je ne suis jamais en avance.	1	Opp#1 ANSWER	2006-06-11 00:38:42	2006-06-11 00:38:48		2006-06-11 00:38:49	7	.	7	incorrect	3	0	0	.	Single-KC	125	0.8640	KC383	1	
3507	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Je préfère visiter les musées le week-end.	1	Opp#1 ANSWER	2006-06-11 00:38:49	2006-06-11 00:39:02		2006-06-11 00:39:02	12.999	.	12.999	incorrect	3	0	0	.	Single-KC	126	0.8639	KC319	1	
3508	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Je propose de visiter un musée.	1	Opp#1 ANSWER	2006-06-11 00:39:02	2006-06-11 00:39:10		2006-06-11 00:39:11	9	.	9	incorrect	3	0	0	.	Single-KC	127	0.8638	KC111	1	
3509	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Je reste à Paris jusqu'à jeudi.	1	Opp#1 ANSWER	2006-06-11 00:39:11	2006-06-11 00:39:18		2006-06-11 00:39:19	8	.	8	incorrect	3	0	0	.	Single-KC	128	0.8637	KC64	1	
3510	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Je vais à Montréal demain.	1	Opp#1 ANSWER	2006-06-11 00:39:19	2006-06-11 00:39:24		2006-06-11 00:39:25	6	.	6	incorrect	3	0	0	.	Single-KC	129	0.8637	KC80	1	
3511	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L3a	Je vais étudier à l'université de Paris.	1	Opp#1 ANSWER	2006-06-11 00:39:25	2006-06-11 00:39:31		2006-06-11 00:39:32	7	.	7	incorrect	3	0	0	.	Single-KC	130	0.8636	KC344	1	
3512	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Au revoir, monsieur.	1	Opp#1 ANSWER	2006-07-09 01:48:29	2006-07-09 01:48:29	2006-07-09 01:48:29	2006-07-09 01:48:29	0	0	.	correct	0	0	1	.	Single-KC	131	0.8635			
3513	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Bonjour, Madame.	1	Opp#1 ANSWER	2006-07-09 01:48:29	2006-07-09 01:48:38	2006-07-09 01:48:38	2006-07-09 01:48:38	9	9	.	correct	0	0	1	.	Single-KC	132	0.8634			
3514	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	C'est moi.	1	Opp#1 ANSWER	2006-07-09 01:48:38	2006-07-09 01:48:50	2006-07-09 01:48:50	2006-07-09 01:48:50	12	12	.	correct	0	0	1	.	Single-KC	133	0.8633			
3515	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Comment allez-vous, Madame?	1	Opp#1 ANSWER	2006-07-09 01:48:50	2006-07-09 01:49:14	2006-07-09 01:49:14	2006-07-09 01:49:14	24	24	.	correct	0	0	1	.	Single-KC	134	0.8632			
3516	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Elles vont à Paris.	1	Opp#1 ANSWER	2006-07-09 01:49:14	2006-07-09 01:49:47		2006-07-09 01:49:55	41	.	41	incorrect	3	0	0	.	Single-KC	135	0.8631			
3517	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Elle va aux Antilles.	1	Opp#1 ANSWER	2006-07-09 01:49:55	2006-07-09 01:50:12		2006-07-09 01:50:13	18	.	18	incorrect	3	0	0	.	Single-KC	136	0.8630			
3518	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Et vous, vous êtes américains?	1	Opp#1 ANSWER	2006-07-09 01:50:13	2006-07-09 01:50:55		2006-07-09 01:50:56	43	.	43	incorrect	3	0	0	.	Single-KC	137	0.8629			
3519	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Je vais à la plage.	1	Opp#1 ANSWER	2006-07-09 01:50:56	2006-07-09 01:51:06		2006-07-09 01:51:08	12	.	12	incorrect	3	0	0	.	Single-KC	138	0.8628			
3520	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Nous étudions.	1	Opp#1 ANSWER	2006-07-09 01:51:08	2006-07-09 01:51:51		2006-07-09 01:51:52	44	.	44	incorrect	3	0	0	.	Single-KC	139	0.8627			
3521	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Nous sommes étudiants.	1	Opp#1 ANSWER	2006-07-09 01:51:52	2006-07-09 01:52:31		2006-07-09 01:53:24	92	.	92	incorrect	3	0	0	.	Single-KC	140	0.8626			
3522	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Où est-il?	1	Opp#1 ANSWER	2006-07-09 01:53:24	2006-07-09 01:53:29		2006-07-09 01:53:30	6	.	6	incorrect	3	0	0	.	Single-KC	141	0.8625			
3523	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Oui, ça va.	1	Opp#1 ANSWER	2006-07-09 01:53:30	2006-07-09 01:53:43	2006-07-09 01:53:43	2006-07-09 01:53:43	13	13	.	correct	0	0	1	.	Single-KC	142	0.8624			
3524	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Qu'est-ce que tu étudies?	1	Opp#1 ANSWER	2006-07-09 01:53:43	2006-07-09 01:53:53		2006-07-09 01:53:55	12	.	12	incorrect	3	0	0	.	Single-KC	143	0.8623			
3525	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Quelle est ta musique favorite?	1	Opp#1 ANSWER	2006-07-09 01:53:55	2006-07-09 01:53:57		2006-07-09 01:54:00	5	.	5	incorrect	3	0	0	.	Single-KC	144	0.8622			
3526	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Tu vas bien.	1	Opp#1 ANSWER	2006-07-09 01:54:00	2006-07-09 01:54:07		2006-07-09 01:54:14	14	.	14	incorrect	2	0	0	.	Single-KC	145	0.8621			
3527	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Vous êtes de Montréal.	1	Opp#1 ANSWER	2006-07-09 01:54:14	2006-07-09 01:54:20		2006-07-09 01:54:22	8	.	8	incorrect	3	0	0	.	Single-KC	146	0.8620			
3528	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Elles vont à Paris.	2	Opp#2 ANSWER	2006-07-09 01:54:22	2006-07-09 01:55:01	2006-07-09 01:55:01	2006-07-09 01:55:01	39	39	.	correct	0	0	1	.	Single-KC	147	0.8619			
3529	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Elle va aux Antilles.	2	Opp#2 ANSWER	2006-07-09 01:55:01	2006-07-09 01:55:10		2006-07-09 01:55:11	10	.	10	incorrect	3	0	0	.	Single-KC	148	0.8618			
3530	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Et vous, vous êtes américains?	2	Opp#2 ANSWER	2006-07-09 01:55:11	2006-07-09 01:56:49		2006-07-09 01:56:57	106	.	106	incorrect	3	0	0	.	Single-KC	149	0.8617			
3531	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Je vais à la plage.	2	Opp#2 ANSWER	2006-07-09 01:56:57	2006-07-09 01:57:14		2006-07-09 01:57:15	18	.	18	incorrect	3	0	0	.	Single-KC	150	0.8617			
3532	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Nous étudions.	2	Opp#2 ANSWER	2006-07-09 01:57:15	2006-07-09 01:58:12		2006-07-09 01:58:14	59	.	59	incorrect	3	0	0	.	Single-KC	151	0.8616			
3533	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Nous sommes étudiants.	2	Opp#2 ANSWER	2006-07-09 01:58:14	2006-07-09 01:58:46		2006-07-09 01:58:57	43	.	43	incorrect	3	0	0	.	Single-KC	152	0.8615			
3534	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Où est-il?	2	Opp#2 ANSWER	2006-07-09 01:58:57	2006-07-09 01:59:04		2006-07-09 01:59:05	8	.	8	incorrect	3	0	0	.	Single-KC	153	0.8614			
3535	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Qu'est-ce que tu Ã©tudies?	1	Opp#2 ANSWER	2006-07-09 01:59:05	2006-07-09 01:59:40		2006-07-09 01:59:40	35	.	35	incorrect	1	0	0	.	Single-KC	154	0.8613			
3536	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Qu'est-ce que tu étudies?	2	Opp#2 ANSWER	2006-07-09 01:59:40	2006-07-09 01:59:53		2006-07-09 01:59:53	13	.	13	incorrect	1	0	0	.	Single-KC	155	0.8612			
3537	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Quelle est ta musique favorite?	2	Opp#2 ANSWER	2006-07-09 01:59:53	2006-07-09 01:59:56		2006-07-09 01:59:57	4	.	4	incorrect	3	0	0	.	Single-KC	156	0.8611			
3538	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Tu vas bien.	2	Opp#2 ANSWER	2006-07-09 01:59:57	2006-07-09 02:00:07	2006-07-09 02:00:07	2006-07-09 02:00:07	10	10	.	correct	0	0	1	.	Single-KC	157	0.8610			
3539	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Vous êtes de Montréal.	2	Opp#2 ANSWER	2006-07-09 02:00:07	2006-07-09 02:00:16		2006-07-09 02:00:18	11	.	11	incorrect	3	0	0	.	Single-KC	158	0.8609			
3540	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Elle va aux Antilles.	3	Opp#3 ANSWER	2006-07-09 02:00:18	2006-07-09 02:00:30		2006-07-09 02:00:32	14	.	14	incorrect	3	0	0	.	Single-KC	159	0.8608			
3541	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Et vous, vous êtes américains?	3	Opp#3 ANSWER	2006-07-09 02:00:32	2006-07-09 02:01:41	2006-07-09 02:01:41	2006-07-09 02:01:41	69	69	.	correct	0	0	1	.	Single-KC	160	0.8607			
3542	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Je vais à la plage.	3	Opp#3 ANSWER	2006-07-09 02:01:41	2006-07-09 02:01:44		2006-07-09 02:01:45	4	.	4	incorrect	3	0	0	.	Single-KC	161	0.8606			
3543	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Nous étudions.	3	Opp#3 ANSWER	2006-07-09 02:01:45	2006-07-09 02:02:54		2006-07-09 02:03:05	80	.	80	incorrect	3	0	0	.	Single-KC	162	0.8605			
3544	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Nous sommes étudiants.	3	Opp#3 ANSWER	2006-07-09 02:03:05	2006-07-09 02:04:05		2006-07-09 02:04:09	64	.	64	incorrect	3	0	0	.	Single-KC	163	0.8604			
3545	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Où est-il?	3	Opp#3 ANSWER	2006-07-09 02:04:09	2006-07-09 02:04:29		2006-07-09 02:04:30	21	.	21	incorrect	3	0	0	.	Single-KC	164	0.8603			
3546	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Qu'est-ce que tu étudies?	3	Opp#3 ANSWER	2006-07-09 02:04:30	2006-07-09 02:05:16		2006-07-09 02:05:19	49	.	49	incorrect	3	0	0	.	Single-KC	165	0.8602			
3547	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Quelle est ta musique favorite?	3	Opp#3 ANSWER	2006-07-09 02:05:19	2006-07-09 02:05:49		2006-07-09 02:05:50	31	.	31	incorrect	3	0	0	.	Single-KC	166	0.8601			
3548	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Vous êtes de Montréal.	3	Opp#3 ANSWER	2006-07-09 02:05:50	2006-07-09 02:06:14		2006-07-09 02:06:14	24	.	24	incorrect	3	0	0	.	Single-KC	167	0.8600			
3549	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Au revoir, monsieur.	2	Opp#1 ANSWER	2006-07-09 02:06:14	2006-07-09 02:07:01	2006-07-09 02:07:01	2006-07-09 02:07:01	47	47	.	correct	0	0	1	.	Single-KC	168	0.8599			
3550	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Bonjour, Madame.	2	Opp#1 ANSWER	2006-07-09 02:07:01	2006-07-09 02:07:08	2006-07-09 02:07:08	2006-07-09 02:07:08	7	7	.	correct	0	0	1	.	Single-KC	169	0.8598			
3551	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	C'est moi.	2	Opp#1 ANSWER	2006-07-09 02:07:08	2006-07-09 02:07:14	2006-07-09 02:07:14	2006-07-09 02:07:14	6	6	.	correct	0	0	1	.	Single-KC	170	0.8597			
3552	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Comment allez-vous, Madame?	2	Opp#1 ANSWER	2006-07-09 02:07:14	2006-07-09 02:07:34	2006-07-09 02:07:34	2006-07-09 02:07:34	20	20	.	correct	0	0	1	.	Single-KC	171	0.8596			
3553	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 cerf.log	Elles vont à Paris.	3	Opp#1 ANSWER	2006-07-09 02:07:34	2006-07-09 02:08:24	2006-07-09 02:08:24	2006-07-09 02:08:24	50	50	.	correct	0	0	1	.	Single-KC	172	0.8595			
